pos_name,salary_low_bound,salary_high_bound,salary_fee_months,main_tech,pos_keyword,pos_domain,city,location,degree,exp,person_in_charge,charge_pos,pos_responsibility,pos_requirement,pos_detail,enterprise,enterprise_scale,create_time,url
初级java开发工程师,11.0,15.0,12,"Vue,服务器开发,MySQL,Nginx,Oracle,CSS,HTML,HTML5","Vue,服务器开发,MySQL,Nginx,Oracle,CSS,HTML,HTML5",,深圳,南山区,本科,1-3年,苏女士,HR,"职责描述：
1、参与系统的需求调研、分析，协助系统分析师编写要求规格说明书；
2、协助系统的软件概要设计，编写软件概要设计说明书；
3、进行系统的软件详细设计，编写软件详细说明书；
4、根据项目开发进度和任务分配，进行软件开发；
5、进行代码走查和单元测试；
6、协助测试工程师、硬件工程师完成系统的集成测试，消除测试发现的缺陷；
7、协助完成系统在用户现场的部署，诊断并解决系统存在的问题；
8、辅导团队成员开发、分享技能专长。




任职要求：
1、本科以上学历，1年以上开发经验；
2、精通JAVA、J2EE、Webservice、Springboot、Spring、Hibernate、Mybatis、Js、jQuery、Html等；
3、熟悉VUE、HTML5、Nginx、Flex、Css优先考虑；
4、熟悉Rose 、Weblogic、PowerDesigner等开发设计工具；
5、熟练Oracle、mysql等关系型数据库至少一种；
6、对OOAD、UML、微服务有较深理解，具备微服务开发经验优先；
7、1年以上系统分析设计经验优先；
8、良好的沟通意识和服务态度，团队意识强；
9、思路清晰敏捷，责任心强；
10、善于学习和独立解决问题；
11、具备一定的抗压能力。

","职责描述：
1、参与系统的需求调研、分析，协助系统分析师编写要求规格说明书；
2、协助系统的软件概要设计，编写软件概要设计说明书；
3、进行系统的软件详细设计，编写软件详细说明书；
4、根据项目开发进度和任务分配，进行软件开发；
5、进行代码走查和单元测试；
6、协助测试工程师、硬件工程师完成系统的集成测试，消除测试发现的缺陷；
7、协助完成系统在用户现场的部署，诊断并解决系统存在的问题；
8、辅导团队成员开发、分享技能专长。




任职要求：
1、本科以上学历，1年以上开发经验；
2、精通JAVA、J2EE、Webservice、Springboot、Spring、Hibernate、Mybatis、Js、jQuery、Html等；
3、熟悉VUE、HTML5、Nginx、Flex、Css优先考虑；
4、熟悉Rose 、Weblogic、PowerDesigner等开发设计工具；
5、熟练Oracle、mysql等关系型数据库至少一种；
6、对OOAD、UML、微服务有较深理解，具备微服务开发经验优先；
7、1年以上系统分析设计经验优先；
8、良好的沟通意识和服务态度，团队意识强；
9、思路清晰敏捷，责任心强；
10、善于学习和独立解决问题；
11、具备一定的抗压能力。

","职责描述：
1、参与系统的需求调研、分析，协助系统分析师编写要求规格说明书；
2、协助系统的软件概要设计，编写软件概要设计说明书；
3、进行系统的软件详细设计，编写软件详细说明书；
4、根据项目开发进度和任务分配，进行软件开发；
5、进行代码走查和单元测试；
6、协助测试工程师、硬件工程师完成系统的集成测试，消除测试发现的缺陷；
7、协助完成系统在用户现场的部署，诊断并解决系统存在的问题；
8、辅导团队成员开发、分享技能专长。




任职要求：
1、本科以上学历，1年以上开发经验；
2、精通JAVA、J2EE、Webservice、Springboot、Spring、Hibernate、Mybatis、Js、jQuery、Html等；
3、熟悉VUE、HTML5、Nginx、Flex、Css优先考虑；
4、熟悉Rose 、Weblogic、PowerDesigner等开发设计工具；
5、熟练Oracle、mysql等关系型数据库至少一种；
6、对OOAD、UML、微服务有较深理解，具备微服务开发经验优先；
7、1年以上系统分析设计经验优先；
8、良好的沟通意识和服务态度，团队意识强；
9、思路清晰敏捷，责任心强；
10、善于学习和独立解决问题；
11、具备一定的抗压能力。

",中科联芯(广州)科技有限公司,50-99人,2022-06-13 09:37:01,https://www.liepin.com/job/1950262261.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=0&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=0
高级java开发工程师,20.0,35.0,12,"Java,J2EE,Oracle,MySQL,Linux,金融领域","Java,J2EE,Oracle,MySQL,Linux,金融领域",,上海,浦东新区,本科,3-5年,秦女士,招聘专员,"职责描述：
负责公司各项目中的Java开发功能设计、开发和实现。

任职要求：
1.计算机软件或相关专业；
2.5年以上Java/J2EE开发经验，有2年以上大型项目开发经验，具有高并发WEB应用项目经验；
3.精通Java核心API，精通J2EE各核心模块，精通Java各种设计模式；
4.对Java性能调优有深入理解，有过单机大并发调优经验；
5.精通一种以上数据库(ORACLE、SQLSERVER、MySql等)相关的开发和调优；
6.熟悉Linux环境；
7.熟悉一种Web服务器；
8.具备很强的学习能力及沟通能力；
9.具有良好的沟通能力与团队合作能力；性格开朗，勇于挑战；良好的人际关系，对技术有更高的追求。","职责描述：
负责公司各项目中的Java开发功能设计、开发和实现。

任职要求：
1.计算机软件或相关专业；
2.5年以上Java/J2EE开发经验，有2年以上大型项目开发经验，具有高并发WEB应用项目经验；
3.精通Java核心API，精通J2EE各核心模块，精通Java各种设计模式；
4.对Java性能调优有深入理解，有过单机大并发调优经验；
5.精通一种以上数据库(ORACLE、SQLSERVER、MySql等)相关的开发和调优；
6.熟悉Linux环境；
7.熟悉一种Web服务器；
8.具备很强的学习能力及沟通能力；
9.具有良好的沟通能力与团队合作能力；性格开朗，勇于挑战；良好的人际关系，对技术有更高的追求。","职责描述：
负责公司各项目中的Java开发功能设计、开发和实现。

任职要求：
1.计算机软件或相关专业；
2.5年以上Java/J2EE开发经验，有2年以上大型项目开发经验，具有高并发WEB应用项目经验；
3.精通Java核心API，精通J2EE各核心模块，精通Java各种设计模式；
4.对Java性能调优有深入理解，有过单机大并发调优经验；
5.精通一种以上数据库(ORACLE、SQLSERVER、MySql等)相关的开发和调优；
6.熟悉Linux环境；
7.熟悉一种Web服务器；
8.具备很强的学习能力及沟通能力；
9.具有良好的沟通能力与团队合作能力；性格开朗，勇于挑战；良好的人际关系，对技术有更高的追求。",万得,其他,2022-06-13 09:37:01,https://www.liepin.com/job/1949549523.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=5&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=5
初级java开发工程师,15.0,25.0,13,"框架设计,框架开发,后端开发,Spring,SpringBoot,Spring Boot,Mybatis","框架设计,框架开发,后端开发,Spring,SpringBoot,Spring Boot,Mybatis",,深圳,南山区,统招本科,1-3年,宫女士,招聘经理,"【岗位职责】
1、负责产品Java相关技术和软件的研发，根据产品需求和前端接口完成后端设计和实现；
2、跟踪后端开发技术发展和后端研发生产力工具，参与Java后端框架、平台化工具和技术规范的制订；

【任职资格】
1、本科以上学历，计算机软件相关专业；
2、2年以上实际Java项目开发工作经验，基础知识扎实；
3、熟练掌握Java语言
4、熟练掌握Mysql、Oracle等主流数据库的应用开发；
5、精通Spring/Springboot/Mybatis等主流框架使用；
6、熟练的Java项目搭建开发调试能力，较好的理解大数据运行原理，有一定的源码研究能力；
7、能承受一定的工作压力，有责任心、上进心，具备良好的自学能力和独立解决问题能力，强烈的责任心，工作积极主动，具有较强的沟通表达能力及团队合作精神。","【岗位职责】
1、负责产品Java相关技术和软件的研发，根据产品需求和前端接口完成后端设计和实现；
2、跟踪后端开发技术发展和后端研发生产力工具，参与Java后端框架、平台化工具和技术规范的制订；

【任职资格】
1、本科以上学历，计算机软件相关专业；
2、2年以上实际Java项目开发工作经验，基础知识扎实；
3、熟练掌握Java语言
4、熟练掌握Mysql、Oracle等主流数据库的应用开发；
5、精通Spring/Springboot/Mybatis等主流框架使用；
6、熟练的Java项目搭建开发调试能力，较好的理解大数据运行原理，有一定的源码研究能力；
7、能承受一定的工作压力，有责任心、上进心，具备良好的自学能力和独立解决问题能力，强烈的责任心，工作积极主动，具有较强的沟通表达能力及团队合作精神。","【岗位职责】
1、负责产品Java相关技术和软件的研发，根据产品需求和前端接口完成后端设计和实现；
2、跟踪后端开发技术发展和后端研发生产力工具，参与Java后端框架、平台化工具和技术规范的制订；

【任职资格】
1、本科以上学历，计算机软件相关专业；
2、2年以上实际Java项目开发工作经验，基础知识扎实；
3、熟练掌握Java语言
4、熟练掌握Mysql、Oracle等主流数据库的应用开发；
5、精通Spring/Springboot/Mybatis等主流框架使用；
6、熟练的Java项目搭建开发调试能力，较好的理解大数据运行原理，有一定的源码研究能力；
7、能承受一定的工作压力，有责任心、上进心，具备良好的自学能力和独立解决问题能力，强烈的责任心，工作积极主动，具有较强的沟通表达能力及团队合作精神。",杰成合力,融资未公开,2022-06-13 09:37:01,https://www.liepin.com/job/1950080835.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=3&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=3
总公司高级JAVA工程师 (MJ000660),10.0,20.0,12,"框架开发,框架设计,架构设计,Mybatis,保险领域,JVM,系统开发,架构开发,Java,Tomcat","框架开发,框架设计,架构设计,Mybatis,保险领域,JVM,系统开发,架构开发,Java,Tomcat",,天津,和平区,本科,5-10年,孟先生,HR,"一、主要工作职责
•  负责系统架构设计、技术选型、开发任务分解、工作量评估；
•  负责基础业务平台、通用框架、核心代码开发，解决系统中的关键问题和技术难题；
•  负责现存系统优化重构，架构升级工作；
•  负责技术文档和开发规范制定，并对开发过程进行代码质量审核和技术指导；
•  能为团队带来创新的技术和解决方案，对现存或未来系统有宏观规划；
•  负责所辖系统范围内的外包技术人员管理。
二、任职资格要求
学历背景：统招本科及以上学历；
专       业：计算机等相关专业优先；
相关工作经验：
•  具备5年以上JAVA开发等相关工作经验，有保险相关系统开发经验者优先；
•  扎实的Java基础，精通数据库、缓存、消息队列、索引等技术；熟悉Spring Boot、mybatis等主流开源框架；
•  精通分布式架构，熟悉主流的微服务框架，如Spring Cloud、Dubbo、Zookeeper等，并精通其原理；熟悉redis、mq等中间件；熟练掌握mysql、oracle等数据库。
•  精通linux常用命令，精通jvm、tomcat、nginx等调优；
•  具备较强的推进能力和责任心，优秀的沟通能力和团队精神，热爱技术工作；
•  具有高并发、高性能、高可用web应用系统构建经验者；
•  熟悉微服务集群部署及运维管理。


","一、主要工作职责
•  负责系统架构设计、技术选型、开发任务分解、工作量评估；
•  负责基础业务平台、通用框架、核心代码开发，解决系统中的关键问题和技术难题；
•  负责现存系统优化重构，架构升级工作；
•  负责技术文档和开发规范制定，并对开发过程进行代码质量审核和技术指导；
•  能为团队带来创新的技术和解决方案，对现存或未来系统有宏观规划；
•  负责所辖系统范围内的外包技术人员管理。
二、任职资格要求
学历背景：统招本科及以上学历；
专       业：计算机等相关专业优先；
相关工作经验：
•  具备5年以上JAVA开发等相关工作经验，有保险相关系统开发经验者优先；
•  扎实的Java基础，精通数据库、缓存、消息队列、索引等技术；熟悉Spring Boot、mybatis等主流开源框架；
•  精通分布式架构，熟悉主流的微服务框架，如Spring Cloud、Dubbo、Zookeeper等，并精通其原理；熟悉redis、mq等中间件；熟练掌握mysql、oracle等数据库。
•  精通linux常用命令，精通jvm、tomcat、nginx等调优；
•  具备较强的推进能力和责任心，优秀的沟通能力和团队精神，热爱技术工作；
•  具有高并发、高性能、高可用web应用系统构建经验者；
•  熟悉微服务集群部署及运维管理。


","一、主要工作职责
•  负责系统架构设计、技术选型、开发任务分解、工作量评估；
•  负责基础业务平台、通用框架、核心代码开发，解决系统中的关键问题和技术难题；
•  负责现存系统优化重构，架构升级工作；
•  负责技术文档和开发规范制定，并对开发过程进行代码质量审核和技术指导；
•  能为团队带来创新的技术和解决方案，对现存或未来系统有宏观规划；
•  负责所辖系统范围内的外包技术人员管理。
二、任职资格要求
学历背景：统招本科及以上学历；
专       业：计算机等相关专业优先；
相关工作经验：
•  具备5年以上JAVA开发等相关工作经验，有保险相关系统开发经验者优先；
•  扎实的Java基础，精通数据库、缓存、消息队列、索引等技术；熟悉Spring Boot、mybatis等主流开源框架；
•  精通分布式架构，熟悉主流的微服务框架，如Spring Cloud、Dubbo、Zookeeper等，并精通其原理；熟悉redis、mq等中间件；熟练掌握mysql、oracle等数据库。
•  精通linux常用命令，精通jvm、tomcat、nginx等调优；
•  具备较强的推进能力和责任心，优秀的沟通能力和团队精神，热爱技术工作；
•  具有高并发、高性能、高可用web应用系统构建经验者；
•  熟悉微服务集群部署及运维管理。


",恒安标准人寿保险有限公司,1000-2000人,2022-06-13 09:37:01,https://www.liepin.com/job/1945568843.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=2&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=2
java开发工程师,20.0,40.0,12,"Java,MySQL,SpringBoot","Java,MySQL,SpringBoot",,北京,朝阳区,本科,经验不限,王女士,HR,"岗位职责：
1.负责或参与央企AI、大数据、业务系统研发；
2、协助项目经理完成央企项目开发，偏技术方面；
3、独立完成JAVA 服务端 模块的开发和测试;
4、参与研发体系构建，推进团队研发过程中的标准化，提升研发效率。

任职要求:
1、计算机相关专业，正规本科学历。
2、3-5年以上JAVA开发经验，熟悉JAVAEE体系架构，熟悉webservice、restful接口技术；
3、具有微服务架构项目研发经验，在研发规范制定、研发过程管理、研发质量提升有真实的经验和深入的理解；
4、有大型分布式，高并发 高负载高可用系统设计开发经验中间件开发经验者优先；
5、可以使用Eclipse、Idea或其他Java项目开发工具;
6、熟练spring、、SpringBoot、SpringCloud ，MyBatis或hibernate;熟悉webservice、restful接口；
7、熟悉MySQL或oracle，redis，有数据库调优经验，熟悉Linux操作系统;
8、互联网公司做过架构设计的，担任过大型项目开发经理的优先。","岗位职责：
1.负责或参与央企AI、大数据、业务系统研发；
2、协助项目经理完成央企项目开发，偏技术方面；
3、独立完成JAVA 服务端 模块的开发和测试;
4、参与研发体系构建，推进团队研发过程中的标准化，提升研发效率。

任职要求:
1、计算机相关专业，正规本科学历。
2、3-5年以上JAVA开发经验，熟悉JAVAEE体系架构，熟悉webservice、restful接口技术；
3、具有微服务架构项目研发经验，在研发规范制定、研发过程管理、研发质量提升有真实的经验和深入的理解；
4、有大型分布式，高并发 高负载高可用系统设计开发经验中间件开发经验者优先；
5、可以使用Eclipse、Idea或其他Java项目开发工具;
6、熟练spring、、SpringBoot、SpringCloud ，MyBatis或hibernate;熟悉webservice、restful接口；
7、熟悉MySQL或oracle，redis，有数据库调优经验，熟悉Linux操作系统;
8、互联网公司做过架构设计的，担任过大型项目开发经理的优先。","岗位职责：
1.负责或参与央企AI、大数据、业务系统研发；
2、协助项目经理完成央企项目开发，偏技术方面；
3、独立完成JAVA 服务端 模块的开发和测试;
4、参与研发体系构建，推进团队研发过程中的标准化，提升研发效率。

任职要求:
1、计算机相关专业，正规本科学历。
2、3-5年以上JAVA开发经验，熟悉JAVAEE体系架构，熟悉webservice、restful接口技术；
3、具有微服务架构项目研发经验，在研发规范制定、研发过程管理、研发质量提升有真实的经验和深入的理解；
4、有大型分布式，高并发 高负载高可用系统设计开发经验中间件开发经验者优先；
5、可以使用Eclipse、Idea或其他Java项目开发工具;
6、熟练spring、、SpringBoot、SpringCloud ，MyBatis或hibernate;熟悉webservice、restful接口；
7、熟悉MySQL或oracle，redis，有数据库调优经验，熟悉Linux操作系统;
8、互联网公司做过架构设计的，担任过大型项目开发经理的优先。",中防创融,融资未公开,2022-06-13 09:37:01,https://www.liepin.com/job/1949355803.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=1&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=1
java高级工程师+零售信贷风控研发岗,40.0,70.0,12,"后端开发,金融领域,Java,银行领域,SQL,Spring MVC,Spring,Kafka,guice,activiti","后端开发,金融领域,Java,银行领域,SQL,Spring MVC,Spring,Kafka,guice,activiti",,北京,顺义区,统招本科,5-10年,蒋先生,,"职位描述：
1.负责民生银行零售业务板块JAVA后端开发、调试与维护
2.参与/推动业务线中基础架构、组件、基础库的开发与维护
3.参与/推动前沿技术的调研与落地，支撑业务迭代
任职要求：
1.本科及以上学历，6年以上Java开发工作经验
2.java基础扎实，包括JVM、IO、多线程、并发、网络，深刻理解面向对象、设计原则、封装抽象等；
3.熟悉spring/guice、spring mvc/structs、mybatis/ibatis/hibernate、activiti/osworkflow、RocketMQ/ActiveMQ/kafka、redis/memcached、elasticsearch/solr等；
4.熟练掌握SQL语句，熟悉MySQL/Oracle/DB2至少一种数据库，具备SQL、视图、函数、存储过程的编写能力；
5.熟悉linux(centos/ubuntu/suse)操作系统、weblogic/websphere中间件；
6.具有一定的团队管理能力，引领金融某个领域发展；
7. 阳光开朗、工作积极乐观，责任心强、良好的沟通和团队协作能力；

候选人加分项：
1.参与或主导过大型方案设计或架构设计 
2.参与或主导过优秀的开源项目 
3.有优秀的技术博文、博客
4.有技术管理经验优先
5.有银行零售业务行业经验优先
6.思维有逻辑、表达有结构
7.有金融行业经验优先

40k~70k/月，12薪，具体可谈
六险一金、节假日福利、取暖费、防暑降温费、试用期全薪","职位描述：
1.负责民生银行零售业务板块JAVA后端开发、调试与维护
2.参与/推动业务线中基础架构、组件、基础库的开发与维护
3.参与/推动前沿技术的调研与落地，支撑业务迭代
任职要求：
1.本科及以上学历，6年以上Java开发工作经验
2.java基础扎实，包括JVM、IO、多线程、并发、网络，深刻理解面向对象、设计原则、封装抽象等；
3.熟悉spring/guice、spring mvc/structs、mybatis/ibatis/hibernate、activiti/osworkflow、RocketMQ/ActiveMQ/kafka、redis/memcached、elasticsearch/solr等；
4.熟练掌握SQL语句，熟悉MySQL/Oracle/DB2至少一种数据库，具备SQL、视图、函数、存储过程的编写能力；
5.熟悉linux(centos/ubuntu/suse)操作系统、weblogic/websphere中间件；
6.具有一定的团队管理能力，引领金融某个领域发展；
7. 阳光开朗、工作积极乐观，责任心强、良好的沟通和团队协作能力；

候选人加分项：
1.参与或主导过大型方案设计或架构设计 
2.参与或主导过优秀的开源项目 
3.有优秀的技术博文、博客
4.有技术管理经验优先
5.有银行零售业务行业经验优先
6.思维有逻辑、表达有结构
7.有金融行业经验优先

40k~70k/月，12薪，具体可谈
六险一金、节假日福利、取暖费、防暑降温费、试用期全薪","职位描述：
1.负责民生银行零售业务板块JAVA后端开发、调试与维护
2.参与/推动业务线中基础架构、组件、基础库的开发与维护
3.参与/推动前沿技术的调研与落地，支撑业务迭代
任职要求：
1.本科及以上学历，6年以上Java开发工作经验
2.java基础扎实，包括JVM、IO、多线程、并发、网络，深刻理解面向对象、设计原则、封装抽象等；
3.熟悉spring/guice、spring mvc/structs、mybatis/ibatis/hibernate、activiti/osworkflow、RocketMQ/ActiveMQ/kafka、redis/memcached、elasticsearch/solr等；
4.熟练掌握SQL语句，熟悉MySQL/Oracle/DB2至少一种数据库，具备SQL、视图、函数、存储过程的编写能力；
5.熟悉linux(centos/ubuntu/suse)操作系统、weblogic/websphere中间件；
6.具有一定的团队管理能力，引领金融某个领域发展；
7. 阳光开朗、工作积极乐观，责任心强、良好的沟通和团队协作能力；

候选人加分项：
1.参与或主导过大型方案设计或架构设计 
2.参与或主导过优秀的开源项目 
3.有优秀的技术博文、博客
4.有技术管理经验优先
5.有银行零售业务行业经验优先
6.思维有逻辑、表达有结构
7.有金融行业经验优先

40k~70k/月，12薪，具体可谈
六险一金、节假日福利、取暖费、防暑降温费、试用期全薪",民生科技有限责任公司,5000-10000人,2022-06-13 09:37:01,https://www.liepin.com/job/1948019237.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=10&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=10
Java工程师,10.0,20.0,14,"后端开发,Java","后端开发,Java",,广州,天河区,统招本科,1-3年,朱女士,招聘,"职责描述：
1、从事分布式高可用Java项目的架构设计和实现；
2、DEVOPS和线上项目运维工作；
3、API文档的开发和维护；
4、自研自动化测试框架的开发和维护。

任职要求：
1、大学全日制本科学历或以上;
2、从事编程开发工作2年以上(不一定为工作经验), 有过Java项目的开发经验;
3、英语阅读能力可以在不需要翻译软件的情况下，阅读英文文档和主要英文问答网站;
5、有很强的技术学习能力,及团队协作能力;
6、熟悉面向对象思想，了解java的设计规范和常用的设计模式；有良好的编程习惯、文档编写能力及学习能力；
7、熟悉常用的数据库，如Mysql、Redis、Mongodb、ES等；
8、熟悉常用的JavaEE框架及各种中间件，如SpringCloud，SpringBoot,Mybatis,消息中间件,数据库中间件等。","职责描述：
1、从事分布式高可用Java项目的架构设计和实现；
2、DEVOPS和线上项目运维工作；
3、API文档的开发和维护；
4、自研自动化测试框架的开发和维护。

任职要求：
1、大学全日制本科学历或以上;
2、从事编程开发工作2年以上(不一定为工作经验), 有过Java项目的开发经验;
3、英语阅读能力可以在不需要翻译软件的情况下，阅读英文文档和主要英文问答网站;
5、有很强的技术学习能力,及团队协作能力;
6、熟悉面向对象思想，了解java的设计规范和常用的设计模式；有良好的编程习惯、文档编写能力及学习能力；
7、熟悉常用的数据库，如Mysql、Redis、Mongodb、ES等；
8、熟悉常用的JavaEE框架及各种中间件，如SpringCloud，SpringBoot,Mybatis,消息中间件,数据库中间件等。","职责描述：
1、从事分布式高可用Java项目的架构设计和实现；
2、DEVOPS和线上项目运维工作；
3、API文档的开发和维护；
4、自研自动化测试框架的开发和维护。

任职要求：
1、大学全日制本科学历或以上;
2、从事编程开发工作2年以上(不一定为工作经验), 有过Java项目的开发经验;
3、英语阅读能力可以在不需要翻译软件的情况下，阅读英文文档和主要英文问答网站;
5、有很强的技术学习能力,及团队协作能力;
6、熟悉面向对象思想，了解java的设计规范和常用的设计模式；有良好的编程习惯、文档编写能力及学习能力；
7、熟悉常用的数据库，如Mysql、Redis、Mongodb、ES等；
8、熟悉常用的JavaEE框架及各种中间件，如SpringCloud，SpringBoot,Mybatis,消息中间件,数据库中间件等。",九毛九集团,已上市,2022-06-13 09:37:01,https://www.liepin.com/job/1948252743.shtml?d_sfrom=search_prime&d_ckId=4a452aa83dad0c05db1d025b203d10c6&d_curPage=0&d_pageSize=40&d_headId=4a452aa83dad0c05db1d025b203d10c6&d_posi=8&skId=ed659d6a12f656d37f5f7c4dc28bd207&fkId=ed659d6a12f656d37f5f7c4dc28bd207&ckId=ed659d6a12f656d37f5f7c4dc28bd207&sfrom=search_job_pc&curPage=0&pageSize=40&index=8
pos_name,salary_low_bound,salary_high_bound,salary_fee_months,main_tech,pos_keyword,pos_domain,city,location,degree,exp,person_in_charge,charge_pos,pos_responsibility,pos_requirement,pos_detail,enterprise,enterprise_scale,create_time,url
java中级开发工程师,9.0,15.0,12,Angular,Angular,,广州,天河区,本科,1-3年,刘先生,人事经理,"工作职责：
1、根据产品需求、设计文档，负责公司大数据分析平台产品相关开发工作；
2、协助架构师进行系统设计工作，参与部分技术预研工作；
3、遵循编码规范，及时完成分配的开发任务，保证项目开发进度；

任职资格：
1、本科以上学历，计算机相关专业，两年以上Java服务端开发经验；
2、扎实的Java基础，angular，良好的编程规范，熟练掌握spring应用开发框架，有较好Web前端功底；
3、熟悉Linux，angular操作系统、MySQL/Oracle等数据库，熟悉Javascript、HTML、CSS等网页开发技术；
4、具备较强的编程能力，较强的理解能力，能够独立根据业务需求进行技术实现；有系统设计能力优先；
5、具备良好的沟通能力、团队协作精神，主动学习新技术的能力","工作职责：
1、根据产品需求、设计文档，负责公司大数据分析平台产品相关开发工作；
2、协助架构师进行系统设计工作，参与部分技术预研工作；
3、遵循编码规范，及时完成分配的开发任务，保证项目开发进度；

任职资格：
1、本科以上学历，计算机相关专业，两年以上Java服务端开发经验；
2、扎实的Java基础，angular，良好的编程规范，熟练掌握spring应用开发框架，有较好Web前端功底；
3、熟悉Linux，angular操作系统、MySQL/Oracle等数据库，熟悉Javascript、HTML、CSS等网页开发技术；
4、具备较强的编程能力，较强的理解能力，能够独立根据业务需求进行技术实现；有系统设计能力优先；
5、具备良好的沟通能力、团队协作精神，主动学习新技术的能力","工作职责：
1、根据产品需求、设计文档，负责公司大数据分析平台产品相关开发工作；
2、协助架构师进行系统设计工作，参与部分技术预研工作；
3、遵循编码规范，及时完成分配的开发任务，保证项目开发进度；

任职资格：
1、本科以上学历，计算机相关专业，两年以上Java服务端开发经验；
2、扎实的Java基础，angular，良好的编程规范，熟练掌握spring应用开发框架，有较好Web前端功底；
3、熟悉Linux，angular操作系统、MySQL/Oracle等数据库，熟悉Javascript、HTML、CSS等网页开发技术；
4、具备较强的编程能力，较强的理解能力，能够独立根据业务需求进行技术实现；有系统设计能力优先；
5、具备良好的沟通能力、团队协作精神，主动学习新技术的能力",广东铭太信息科技有限公司,融资未公开,2022-06-13 09:54:41,https://www.liepin.com/job/1950206939.shtml?d_sfrom=search_prime&d_ckId=5f28802015b341276580c385b2f64ef5&d_curPage=0&d_pageSize=40&d_headId=5f28802015b341276580c385b2f64ef5&d_posi=0&skId=65da73a02689ca7d62e5434607315377&fkId=65da73a02689ca7d62e5434607315377&ckId=65da73a02689ca7d62e5434607315377&sfrom=search_job_pc&curPage=0&pageSize=40&index=0
